"source_path"	"line"	"level"	"heading"
"课程记录\Games104\23-MMO、分布式同步与反作弊.md"	"347"	"3"	"25. DDoS（分布式拒绝服务攻击）"
"课程记录\Games104\23-MMO、分布式同步与反作弊.md"	"351"	"3"	"26. Hit Registration（命中判定）"
"课程记录\Games104\23-MMO、分布式同步与反作弊.md"	"357"	"2"	"三、 工程经验与避坑指南"
"课程记录\Games104\23-MMO、分布式同步与反作弊.md"	"359"	"3"	"1. 架构方法论"
"课程记录\Games104\23-MMO、分布式同步与反作弊.md"	"363"	"3"	"2. 分布式系统的血泪经验"
"课程记录\Games104\23-MMO、分布式同步与反作弊.md"	"370"	"3"	"3. 服务管理与弹性"
"课程记录\Games104\23-MMO、分布式同步与反作弊.md"	"373"	"3"	"4. 带宽优化经验"
"课程记录\Games104\23-MMO、分布式同步与反作弊.md"	"380"	"3"	"5. 反作弊避坑与运营"
"课程记录\Games104\23-MMO、分布式同步与反作弊.md"	"388"	"3"	"6. 无缝大世界避坑"
"课程记录\Games104\23-MMO、分布式同步与反作弊.md"	"395"	"2"	"四、 课堂答疑（Q&A）"
"课程记录\Games104\23-MMO、分布式同步与反作弊.md"	"397"	"3"	"1. Q：玩家在服务器端做微调（命中判定），服务器能不能判定出来？"
"课程记录\Games104\23-MMO、分布式同步与反作弊.md"	"403"	"3"	"2. Q：分布式系统在游戏行业应用广泛吗？"
"课程记录\Games104\23-MMO、分布式同步与反作弊.md"	"406"	"3"	"3. Q：无缝大世界 MMO 实现的难点有哪些？"
"课程记录\Games104\24-数据导向与任务系统上.md"	"1"	"1"	"现代游戏引擎架构：面向数据编程（DOP）与任务系统"
"课程记录\Games104\24-数据导向与任务系统上.md"	"5"	"2"	"一、 核心知识点与原理剖析"
"课程记录\Games104\24-数据导向与任务系统上.md"	"7"	"3"	"1. 为什么要做：性能极限压榨与多核趋势"
"课程记录\Games104\24-数据导向与任务系统上.md"	"21"	"3"	"2. 进程、线程与多任务模型"
"课程记录\Games104\24-数据导向与任务系统上.md"	"49"	"3"	"3. 线程切换的代价（为什么线程切换""很贵""）"
"课程记录\Games104\24-数据导向与任务系统上.md"	"56"	"3"	"4. 并行化编程的两类问题"
"课程记录\Games104\24-数据导向与任务系统上.md"	"65"	"3"	"5. 数据竞争（Data Racing）与阻断式同步"
"课程记录\Games104\24-数据导向与任务系统上.md"	"88"	"3"	"6. Lock-Free 编程与原子操作"
"课程记录\Games104\24-数据导向与任务系统上.md"	"100"	"3"	"7. Wait-Free 编程"
"课程记录\Games104\24-数据导向与任务系统上.md"	"107"	"3"	"8. 编译器乱序（Out-of-Order Execution）与内存一致性"
"课程记录\Games104\24-数据导向与任务系统上.md"	"142"	"3"	"9. 游戏引擎并行架构的演进"
"课程记录\Games104\24-数据导向与任务系统上.md"	"178"	"3"	"10. 协程（Coroutine）"
"课程记录\Games104\24-数据导向与任务系统上.md"	"219"	"3"	"11. Fiber Based Job System（基于协程的任务系统）"
"课程记录\Games104\24-数据导向与任务系统上.md"	"288"	"3"	"12. ABA 问题（ABA Case）"
"课程记录\Games104\24-数据导向与任务系统上.md"	"300"	"2"	"二、 重点术语与概念解析"
"课程记录\Games104\24-数据导向与任务系统上.md"	"302"	"3"	"1. DOP（Data Oriented Programming，面向数据编程）"
"课程记录\Games104\24-数据导向与任务系统上.md"	"307"	"3"	"2. Job System（任务系统）"
"课程记录\Games104\24-数据导向与任务系统上.md"	"312"	"3"	"3. Preemptive Multitasking（抢占式多任务）"
"课程记录\Games104\24-数据导向与任务系统上.md"	"317"	"3"	"4. Non-Preemptive Multitasking（非抢占式/协作式多任务）"
"课程记录\Games104\24-数据导向与任务系统上.md"	"322"	"3"	"5. Thread 切换 / Context Switch（线程切换 / 上下文切换）"
"课程记录\Games104\24-数据导向与任务系统上.md"	"327"	"3"	"6. Data Racing（数据竞争）"
"课程记录\Games104\24-数据导向与任务系统上.md"	"332"	"3"	"7. Critical Section（临界区）"
"课程记录\Games104\24-数据导向与任务系统上.md"	"337"	"3"	"8. 原子操作（Atomic Operation）/ Lock-Free"
"课程记录\Games104\24-数据导向与任务系统上.md"	"342"	"3"	"9. Wait-Free"
"课程记录\Games104\24-数据导向与任务系统上.md"	"347"	"3"	"10. 编译器乱序（Out-of-Order）/ Release 与 Debug 差异"
"课程记录\Games104\24-数据导向与任务系统上.md"	"352"	"3"	"11. Locality（数据局部性）"
"课程记录\Games104\24-数据导向与任务系统上.md"	"357"	"3"	"12. Fork-Join"
"课程记录\Games104\24-数据导向与任务系统上.md"	"362"	"3"	"13. Task Graph（任务图）/ TBB"
"课程记录\Games104\24-数据导向与任务系统上.md"	"367"	"3"	"14. Coroutine（协程）"
"课程记录\Games104\24-数据导向与任务系统上.md"	"372"	"3"	"15. Yield / Resume / Invoke"
"课程记录\Games104\24-数据导向与任务系统上.md"	"377"	"3"	"16. Fiber（光纤/纤程）"
"课程记录\Games104\24-数据导向与任务系统上.md"	"382"	"3"	"17. Job Scheduler（任务调度器）"
"课程记录\Games104\24-数据导向与任务系统上.md"	"387"	"3"	"18. FIFO 与 LIFO"
"课程记录\Games104\24-数据导向与任务系统上.md"	"392"	"3"	"19. Work Stealing（任务窃取）"
"课程记录\Games104\24-数据导向与任务系统上.md"	"397"	"3"	"20. ABA Problem（ABA 问题）"
"课程记录\Games104\24-数据导向与任务系统上.md"	"402"	"3"	"21. Mutex / Semaphore（互斥锁 / 信号量）"
"课程记录\Games104\24-数据导向与任务系统上.md"	"407"	"3"	"22. Hyper Thread（超线程）"
"课程记录\Games104\24-数据导向与任务系统上.md"	"412"	"3"	"23. Heap（堆）"
"课程记录\Games104\24-数据导向与任务系统上.md"	"417"	"3"	"24. Stack Overflow（堆栈空间爆炸）"
"课程记录\Games104\24-数据导向与任务系统上.md"	"422"	"3"	"25. VAC（Valve Anti-Cheat）"
"课程记录\Games104\24-数据导向与任务系统上.md"	"427"	"3"	"26. Microservice（微服务）"
"课程记录\Games104\24-数据导向与任务系统上.md"	"432"	"3"	"27. TBB（Intel Threading Building Blocks）"
"课程记录\Games104\24-数据导向与任务系统上.md"	"436"	"3"	"28. Profiling / Profiler（性能剖析）"
"课程记录\Games104\24-数据导向与任务系统上.md"	"443"	"2"	"三、 工程经验与避坑指南"
"课程记录\Games104\24-数据导向与任务系统上.md"	"445"	"3"	"1. 并行开发的总体心法"
"课程记录\Games104\24-数据导向与任务系统上.md"	"452"	"3"	"2. 并行架构选型建议"
"课程记录\Games104\24-数据导向与任务系统上.md"	"459"	"3"	"3. Job System 实现要点与坑"
"课程记录\Games104\24-数据导向与任务系统上.md"	"467"	"3"	"4. 排查 bug 的心态与优先级"
"课程记录\Games104\24-数据导向与任务系统上.md"	"473"	"3"	"5. 学习方法建议"
"课程记录\Games104\24-数据导向与任务系统上.md"	"479"	"3"	"6. C++/协程专项避坑"
"课程记录\Games104\24-数据导向与任务系统上.md"	"485"	"3"	"7. 移动端与跨平台经验"
"课程记录\Games104\24-数据导向与任务系统上.md"	"491"	"2"	"四、 Q&A 答疑：上节课问题解答"
"课程记录\Games104\24-数据导向与任务系统上.md"	"493"	"3"	"1. 游戏反作弊能不能彻底解决？"
"课程记录\Games104\24-数据导向与任务系统上.md"	"503"	"3"	"2. 微服务与分布式服务器架构有什么区别？"
"课程记录\Games104\24-数据导向与任务系统上.md"	"511"	"3"	"3. 如何构建一个全球联网对战的战斗系统？"
"课程记录\Games104\24-数据导向与任务系统上.md"	"526"	"2"	"五、 课程安排与通知"
"课程记录\Games104\24-数据导向与任务系统上.md"	"528"	"3"	"1. 结课与证书制度"
"课程记录\Games104\24-数据导向与任务系统上.md"	"538"	"3"	"2. 作业与奖励"
"课程记录\Games104\24-数据导向与任务系统上.md"	"543"	"3"	"3. 皮克罗引擎（Pico 引擎）更新预告"
"课程记录\Games104\25-数据导向与任务系统下.md"	"1"	"1"	"现代游戏引擎架构：面向数据编程（DOP）与任务系统"
"课程记录\Games104\25-数据导向与任务系统下.md"	"3"	"2"	"一、 核心知识点与原理剖析"
"课程记录\Games104\25-数据导向与任务系统下.md"	"5"	"3"	"1. 编程范式总览：从面向过程到面向对象"
"课程记录\Games104\25-数据导向与任务系统下.md"	"24"	"3"	"2. 面向对象编程（OOP）的固有缺陷"
"课程记录\Games104\25-数据导向与任务系统下.md"	"65"	"3"	"3. 面向数据编程（DOP）的动机：CPU 与内存的性能鸿沟"
"课程记录\Games104\25-数据导向与任务系统下.md"	"103"	"3"	"4. 面向数据编程（DOP）的核心思想"
"课程记录\Games104\25-数据导向与任务系统下.md"	"130"	"3"	"5. DOP 实践要点"
"课程记录\Games104\25-数据导向与任务系统下.md"	"162"	"3"	"6. ECS（Entity Component System，实体组件系统）架构"
"课程记录\Games104\25-数据导向与任务系统下.md"	"189"	"3"	"7. Unity DOTS 系统剖析"
"课程记录\Games104\25-数据导向与任务系统下.md"	"235"	"3"	"8. UE5 Mass 系统剖析"
"课程记录\Games104\25-数据导向与任务系统下.md"	"264"	"3"	"9. 架构取舍：OOP 与 DOP 的辩证关系"
"课程记录\Games104\25-数据导向与任务系统下.md"	"271"	"3"	"10. 总结：高性能编程的本质"
"课程记录\Games104\25-数据导向与任务系统下.md"	"279"	"2"	"二、 重点术语与概念解析"
"课程记录\Games104\25-数据导向与任务系统下.md"	"281"	"3"	"1. DOP（Data Oriented Programming，面向数据编程）"
"课程记录\Games104\25-数据导向与任务系统下.md"	"285"	"3"	"2. OOP（Object-Oriented Programming，面向对象编程）"
"课程记录\Games104\25-数据导向与任务系统下.md"	"289"	"3"	"3. Design Pattern（设计模式）"
"课程记录\Games104\25-数据导向与任务系统下.md"	"293"	"3"	"4. Cache（高速缓存）"
"课程记录\Games104\25-数据导向与任务系统下.md"	"297"	"3"	"5. Cache Line（缓存行）"
"课程记录\Games104\25-数据导向与任务系统下.md"	"301"	"3"	"6. Cache Miss（缓存未命中）"
"课程记录\Games104\25-数据导向与任务系统下.md"	"305"	"3"	"7. LRU（Least Recently Used，最近最少使用）"
"课程记录\Games104\25-数据导向与任务系统下.md"	"309"	"3"	"8. Locality（局部性）"
"课程记录\Games104\25-数据导向与任务系统下.md"	"313"	"3"	"9. False Sharing（伪共享）"
"课程记录\Games104\25-数据导向与任务系统下.md"	"317"	"3"	"10. Branch Prediction（分支预测）"
"课程记录\Games104\25-数据导向与任务系统下.md"	"321"	"3"	"11. SIMD（Single Instruction Multiple Data，单指令多数据）"
"课程记录\Games104\25-数据导向与任务系统下.md"	"325"	"3"	"12. AoS（Array of Structures，结构体数组）"
"课程记录\Games104\25-数据导向与任务系统下.md"	"329"	"3"	"13. SoA（Structure of Arrays，数组结构体）"
"课程记录\Games104\25-数据导向与任务系统下.md"	"333"	"3"	"14. ECS（Entity Component System，实体组件系统）"
"课程记录\Games104\25-数据导向与任务系统下.md"	"337"	"3"	"15. Entity（实体）"
"课程记录\Games104\25-数据导向与任务系统下.md"	"341"	"3"	"16. Component（组件）"
"课程记录\Games104\25-数据导向与任务系统下.md"	"345"	"3"	"17. System（系统）"
"课程记录\Games104\25-数据导向与任务系统下.md"	"349"	"3"	"18. Archetype（原型 / 泛型）"
"课程记录\Games104\25-数据导向与任务系统下.md"	"353"	"3"	"19. Chunk（块）"
"课程记录\Games104\25-数据导向与任务系统下.md"	"357"	"3"	"20. DOTS（Data Oriented Tech Stack，面向数据技术栈）"
"课程记录\Games104\25-数据导向与任务系统下.md"	"361"	"3"	"21. Burst Compiler（Burst 编译器）"
"课程记录\Games104\25-数据导向与任务系统下.md"	"365"	"3"	"22. Native Container（原生容器）"
"课程记录\Games104\25-数据导向与任务系统下.md"	"369"	"3"	"23. Mass 系统（UE5）"
"课程记录\Games104\25-数据导向与任务系统下.md"	"373"	"3"	"24. Fragment（碎片）"
"课程记录\Games104\25-数据导向与任务系统下.md"	"377"	"3"	"25. Processor（处理器）"
"课程记录\Games104\25-数据导向与任务系统下.md"	"381"	"3"	"26. Job System（任务系统）"
"课程记录\Games104\25-数据导向与任务系统下.md"	"385"	"3"	"27. Fiber（纤程）"
"课程记录\Games104\25-数据导向与任务系统下.md"	"389"	"3"	"28. Unit Test（单元测试）"
"课程记录\Games104\25-数据导向与任务系统下.md"	"393"	"3"	"29. Compute Shader（计算着色器）"
"课程记录\Games104\25-数据导向与任务系统下.md"	"397"	"3"	"30. False Sharing / Order Dependency / Cache Coherence"
"课程记录\Games104\25-数据导向与任务系统下.md"	"404"	"2"	"三、 工程经验与避坑指南"
"课程记录\Games104\25-数据导向与任务系统下.md"	"406"	"3"	"1. 架构取舍：不要有""技术执念"""
"课程记录\Games104\25-数据导向与任务系统下.md"	"413"	"3"	"2. ECS 使用的边界与成本"
"课程记录\Games104\25-数据导向与任务系统下.md"	"419"	"3"	"3. Job System 与 ECS 的关系澄清"
"课程记录\Games104\25-数据导向与任务系统下.md"	"426"	"3"	"4. 并行编程的团队协作模式"
"课程记录\Games104\25-数据导向与任务系统下.md"	"432"	"3"	"5. 高性能开发通用经验"
"课程记录\Games104\25-数据导向与任务系统下.md"	"440"	"3"	"6. 参考资源与学习路径"
"课程记录\Games104\25-数据导向与任务系统下.md"	"448"	"3"	"7. 课堂问答（Q&A）"
"课程记录\Games104\25-数据导向与任务系统下.md"	"472"	"2"	"四、 后续学习指引"
"课程记录\Games104\26-Lumen、蒙特卡洛与SDF追踪.md"	"1"	"1"	"动态全局光照与 Lumen 技术：从蒙特卡洛积分到 SDF 距离场追踪"
"课程记录\Games104\26-Lumen、蒙特卡洛与SDF追踪.md"	"3"	"2"	"一、 核心知识点与原理剖析"
"课程记录\Games104\26-Lumen、蒙特卡洛与SDF追踪.md"	"5"	"3"	"1. 全局光照（GI）的本质与渲染方程"
"课程记录\Games104\26-Lumen、蒙特卡洛与SDF追踪.md"	"32"	"3"	"2. 蒙特卡洛积分与采样问题"
"课程记录\Games104\26-Lumen、蒙特卡洛与SDF追踪.md"	"62"	"3"	"3. 实时 GI 的开山鼻祖：RSM（Reflective Shadow Map，反射阴影图）"
"课程记录\Games104\26-Lumen、蒙特卡洛与SDF追踪.md"	"95"	"3"	"4. LPV（Light Propagation Volumes，光传播体）"
"课程记录\Games104\26-Lumen、蒙特卡洛与SDF追踪.md"	"104"	"3"	"5. SVOGI（Sparse Voxel Octree GI，稀疏体素八叉树全局光照）"
"课程记录\Games104\26-Lumen、蒙特卡洛与SDF追踪.md"	"114"	"3"	"6. VXGI（Voxel Global Illumination，体素全局光照）"
"课程记录\Games104\26-Lumen、蒙特卡洛与SDF追踪.md"	"147"	"3"	"7. SSGI（Screen Space Global Illumination，屏幕空间全局光照）"
"课程记录\Games104\26-Lumen、蒙特卡洛与SDF追踪.md"	"181"	"3"	"8. Lumen 技术框架"
"课程记录\Games104\26-Lumen、蒙特卡洛与SDF追踪.md"	"207"	"3"	"9. SDF（Signed Distance Field，有向距离场）：Lumen 的数学基石"
"课程记录\Games104\26-Lumen、蒙特卡洛与SDF追踪.md"	"259"	"2"	"二、 重点术语与概念解析"
"课程记录\Games104\26-Lumen、蒙特卡洛与SDF追踪.md"	"261"	"3"	"1. Render Equation（渲染方程）"
"课程记录\Games104\26-Lumen、蒙特卡洛与SDF追踪.md"	"265"	"3"	"2. Monte Carlo Integration（蒙特卡洛积分）"
"课程记录\Games104\26-Lumen、蒙特卡洛与SDF追踪.md"	"269"	"3"	"3. PDF（Probability Distribution Function，概率分布函数）"
"课程记录\Games104\26-Lumen、蒙特卡洛与SDF追踪.md"	"273"	"3"	"4. Importance Sampling（重要性采样）"
"课程记录\Games104\26-Lumen、蒙特卡洛与SDF追踪.md"	"277"	"3"	"5. SPP（Samples Per Pixel，每像素采样数）"
"课程记录\Games104\26-Lumen、蒙特卡洛与SDF追踪.md"	"281"	"3"	"6. BRDF（Bidirectional Reflectance Distribution Function，双向反射分布函数）"
"课程记录\Games104\26-Lumen、蒙特卡洛与SDF追踪.md"	"285"	"3"	"7. GGX"
"课程记录\Games104\26-Lumen、蒙特卡洛与SDF追踪.md"	"289"	"3"	"8. RSM（Reflective Shadow Map，反射阴影图）"
"课程记录\Games104\26-Lumen、蒙特卡洛与SDF追踪.md"	"293"	"3"	"9. Photon Mapping（光子映射）"
"课程记录\Games104\26-Lumen、蒙特卡洛与SDF追踪.md"	"297"	"3"	"10. Cone Tracing（空锥追踪）"
"课程记录\Games104\26-Lumen、蒙特卡洛与SDF追踪.md"	"301"	"3"	"11. LPV（Light Propagation Volumes，光传播体）"
"课程记录\Games104\26-Lumen、蒙特卡洛与SDF追踪.md"	"305"	"3"	"12. SH（Spherical Harmonics，球谐函数）"
"课程记录\Games104\26-Lumen、蒙特卡洛与SDF追踪.md"	"309"	"3"	"13. Conservative Rasterization（保守光栅化）"
"课程记录\Games104\26-Lumen、蒙特卡洛与SDF追踪.md"	"313"	"3"	"14. Sparse Voxel Octree（稀疏体素八叉树）"
"课程记录\Games104\26-Lumen、蒙特卡洛与SDF追踪.md"	"317"	"3"	"15. SVOGI（Sparse Voxel Octree GI）"
"课程记录\Games104\26-Lumen、蒙特卡洛与SDF追踪.md"	"321"	"3"	"16. VXGI（Voxel Global Illumination）"
"课程记录\Games104\26-Lumen、蒙特卡洛与SDF追踪.md"	"325"	"3"	"17. Clip Map"
"课程记录\Games104\26-Lumen、蒙特卡洛与SDF追踪.md"	"329"	"3"	"18. Directional Coverage（方向性覆盖率）"
"课程记录\Games104\26-Lumen、蒙特卡洛与SDF追踪.md"	"333"	"3"	"19. Opacity（不透明度）"
"课程记录\Games104\26-Lumen、蒙特卡洛与SDF追踪.md"	"337"	"3"	"20. Light Leaking（光漏）"
"课程记录\Games104\26-Lumen、蒙特卡洛与SDF追踪.md"	"341"	"3"	"21. SSGI（Screen Space Global Illumination，屏幕空间全局光照）"
"课程记录\Games104\26-Lumen、蒙特卡洛与SDF追踪.md"	"345"	"3"	"22. Hi-Z Buffer（HZB，层次 Z 缓冲）"
"课程记录\Games104\26-Lumen、蒙特卡洛与SDF追踪.md"	"349"	"3"	"23. Raymarching（光线步进）"
"课程记录\Games104\26-Lumen、蒙特卡洛与SDF追踪.md"	"353"	"3"	"24. Contact Shadow（接触阴影）"
"课程记录\Games104\26-Lumen、蒙特卡洛与SDF追踪.md"	"357"	"3"	"25. SDF（Signed Distance Field，有向距离场）"
"课程记录\Games104\26-Lumen、蒙特卡洛与SDF追踪.md"	"361"	"3"	"26. Global SDF / Per-Mesh SDF"
"课程记录\Games104\26-Lumen、蒙特卡洛与SDF追踪.md"	"365"	"3"	"27. Probe（光照探针）"
"课程记录\Games104\26-Lumen、蒙特卡洛与SDF追踪.md"	"369"	"3"	"28. Uncanny Valley（恐怖谷）"
"课程记录\Games104\26-Lumen、蒙特卡洛与SDF追踪.md"	"373"	"2"	"三、 工程经验与避坑指南"
"课程记录\Games104\26-Lumen、蒙特卡洛与SDF追踪.md"	"375"	"3"	"1. 采样是实时 GI 的核心战场"
"课程记录\Games104\26-Lumen、蒙特卡洛与SDF追踪.md"	"379"	"3"	"2. 低频间接光照用低分辨率采样 + 插值 + error check"
"课程记录\Games104\26-Lumen、蒙特卡洛与SDF追踪.md"	"384"	"3"	"3. 善于复用采样（reuse）"
"课程记录\Games104\26-Lumen、蒙特卡洛与SDF追踪.md"	"389"	"3"	"4. RSM 公式""平方还是四次方""的坑"
"课程记录\Games104\26-Lumen、蒙特卡洛与SDF追踪.md"	"393"	"3"	"5. LPV 能量不守恒的怀疑"
"课程记录\Games104\26-Lumen、蒙特卡洛与SDF追踪.md"	"397"	"3"	"6. 复杂数据结构的工程代价"
"课程记录\Games104\26-Lumen、蒙特卡洛与SDF追踪.md"	"401"	"3"	"7. Light Leaking 是实时 GI 的一生之敌"
"课程记录\Games104\26-Lumen、蒙特卡洛与SDF追踪.md"	"405"	"3"	"8. SSGI 的互补价值"
"课程记录\Games104\26-Lumen、蒙特卡洛与SDF追踪.md"	"409"	"3"	"9. Clip Map 循环 UV：避免内存搬运"
"课程记录\Games104\26-Lumen、蒙特卡洛与SDF追踪.md"	"413"	"3"	"10. 硬件光追的性能现实"
"课程记录\Games104\26-Lumen、蒙特卡洛与SDF追踪.md"	"417"	"3"	"11. 敬畏能实装的算法"
"课程记录\Games104\26-Lumen、蒙特卡洛与SDF追踪.md"	"421"	"3"	"12. 数学表达形式很重要"
"课程记录\Games104\26-Lumen、蒙特卡洛与SDF追踪.md"	"425"	"3"	"13. SDF 工程三坑"
"课程记录\Games104\26-Lumen、蒙特卡洛与SDF追踪.md"	"430"	"3"	"14. 备课方法论：paper reading / survey 式学习"
"课程记录\Games104\26-Lumen、蒙特卡洛与SDF追踪.md"	"435"	"3"	"15. 课程结构说明与预告"
"课程记录\Games104\26-Lumen、蒙特卡洛与SDF追踪.md"	"440"	"2"	"四、 课程动态与开源社区"
"课程记录\Games104\26-Lumen、蒙特卡洛与SDF追踪.md"	"442"	"3"	"1. PICO 开源引擎与课程组消息"
"课程记录\Games104\26-Lumen、蒙特卡洛与SDF追踪.md"	"449"	"3"	"2. 结课与后续"
"课程记录\Games104\27-Lumen光照缓存与屏幕探针.md"	"1"	"1"	"Lumen 动态全局光照的实现原理与工程细节（下）：光照缓存、屏幕空间探针与自适应采样"
"课程记录\Games104\27-Lumen光照缓存与屏幕探针.md"	"5"	"2"	"一、核心知识点与原理剖析"
"课程记录\Games104\27-Lumen光照缓存与屏幕探针.md"	"9"	"3"	"1. 总体思路：把""每个被照亮的表面""变成光源"
"课程记录\Games104\27-Lumen光照缓存与屏幕探针.md"	"15"	"3"	"2. Mesh Card：六面快照与 Ray LOD"
"课程记录\Games104\27-Lumen光照缓存与屏幕探针.md"	"25"	"3"	"3. Surface Cache：光照信息的统一表达"
"课程记录\Games104\27-Lumen光照缓存与屏幕探针.md"	"34"	"3"	"4. Surface Cache Final Lighting 的三步法（核心中的核心）"
"课程记录\Games104\27-Lumen光照缓存与屏幕探针.md"	"52"	"3"	"5. 世界空间体素化光照（Voxelized World Expression / Voxel Lighting）"
"课程记录\Games104\27-Lumen光照缓存与屏幕探针.md"	"70"	"3"	"6. 自发光（Emissive）物体的光照——被 surface cache 顺带解决"
"课程记录\Games104\27-Lumen光照缓存与屏幕探针.md"	"76"	"3"	"7. Surface Cache / Voxel 更新的预算与调度"
"课程记录\Games104\27-Lumen光照缓存与屏幕探针.md"	"83"	"3"	"8. Screen Space Probe：屏幕空间探针的分布"
"课程记录\Games104\27-Lumen光照缓存与屏幕探针.md"	"90"	"3"	"9. Octahedral Mapping：探针存储与球面采样"
"课程记录\Games104\27-Lumen光照缓存与屏幕探针.md"	"99"	"3"	"10. 自适应细化（Adaptive Refinement）——Lumen 的招牌想法"
"课程记录\Games104\27-Lumen光照缓存与屏幕探针.md"	"109"	"3"	"11. 探针采样与重要性采样（Importance Sampling）：""找窗户"""
"课程记录\Games104\27-Lumen光照缓存与屏幕探针.md"	"123"	"3"	"12. 探针间过滤（Filtering）：相邻探针光的插值非常讲究"
"课程记录\Games104\27-Lumen光照缓存与屏幕探针.md"	"130"	"3"	"13. World Space Radiance Cache：世界空间探针与 Connected Ray"
"课程记录\Games104\27-Lumen光照缓存与屏幕探针.md"	"146"	"3"	"14. 最终 Shading：SH 低通滤波"
"课程记录\Games104\27-Lumen光照缓存与屏幕探针.md"	"152"	"3"	"15. Lumen 的 Tracing 策略全景（官方经典图）"
"课程记录\Games104\27-Lumen光照缓存与屏幕探针.md"	"168"	"3"	"16. 性能表现与参数选择"
"课程记录\Games104\27-Lumen光照缓存与屏幕探针.md"	"176"	"2"	"二、重点术语与概念解析"
"课程记录\Games104\27-Lumen光照缓存与屏幕探针.md"	"178"	"3"	"1. Mesh Card（网格卡片）"
"课程记录\Games104\27-Lumen光照缓存与屏幕探针.md"	"182"	"3"	"2. Surface Cache（表面缓存）"
"课程记录\Games104\27-Lumen光照缓存与屏幕探针.md"	"186"	"3"	"3. Surface Cache Final Lighting"
"课程记录\Games104\27-Lumen光照缓存与屏幕探针.md"	"190"	"3"	"4. Voxelized World Expression / Voxel Lighting（世界体素化表达 / 体素光照）"
"课程记录\Games104\27-Lumen光照缓存与屏幕探针.md"	"194"	"3"	"5. World Space Probe / World Space Radiance Cache（世界空间探针 / 世界空间辐射缓存）"
"课程记录\Games104\27-Lumen光照缓存与屏幕探针.md"	"198"	"3"	"6. Screen Space Probe（屏幕空间探针）"
"课程记录\Games104\27-Lumen光照缓存与屏幕探针.md"	"202"	"3"	"7. Octahedral Mapping（八面体映射）"
"课程记录\Games104\27-Lumen光照缓存与屏幕探针.md"	"206"	"3"	"8. Adaptive Sampling / Adaptive Refinement（自适应采样/细化）"
"课程记录\Games104\27-Lumen光照缓存与屏幕探针.md"	"210"	"3"	"9. Importance Sampling（重要性采样）"
"课程记录\Games104\27-Lumen光照缓存与屏幕探针.md"	"214"	"3"	"10. SH / Spherical Harmonics（球谐函数）"
"课程记录\Games104\27-Lumen光照缓存与屏幕探针.md"	"218"	"3"	"11. Clip Map（裁剪图）"
"课程记录\Games104\27-Lumen光照缓存与屏幕探针.md"	"222"	"3"	"12. SDF（Signed Distance Field，有符号距离场）"
"课程记录\Games104\27-Lumen光照缓存与屏幕探针.md"	"226"	"3"	"13. Ray LOD"
"课程记录\Games104\27-Lumen光照缓存与屏幕探针.md"	"230"	"3"	"14. Facet"
"课程记录\Games104\27-Lumen光照缓存与屏幕探针.md"	"234"	"3"	"15. Jittering（抖动）"
"课程记录\Games104\27-Lumen光照缓存与屏幕探针.md"	"238"	"3"	"16. Hit Distance（命中距离）"
"课程记录\Games104\27-Lumen光照缓存与屏幕探针.md"	"242"	"3"	"17. Connected Ray（接光/接骨）"
"课程记录\Games104\27-Lumen光照缓存与屏幕探针.md"	"246"	"3"	"18. Density Test / Depth Weight（密度检测 / 深度加权）"
"课程记录\Games104\27-Lumen光照缓存与屏幕探针.md"	"250"	"3"	"19. Normal Distribution Function（法向分布函数）"
"课程记录\Games104\27-Lumen光照缓存与屏幕探针.md"	"254"	"3"	"20. RSM / SSGI / VXGI / DDGI / SDFDDGI（对比算法）"
"课程记录\Games104\27-Lumen光照缓存与屏幕探针.md"	"258"	"3"	"21. HiZ（Hierarchical Z-Buffer，层级 Z 缓冲）"
"课程记录\Games104\27-Lumen光照缓存与屏幕探针.md"	"262"	"3"	"22. Light Leaking（漏光）"
"课程记录\Games104\27-Lumen光照缓存与屏幕探针.md"	"266"	"3"	"23. Multi-Bounce（多次反弹）"
"课程记录\Games104\27-Lumen光照缓存与屏幕探针.md"	"272"	"2"	"三、工程经验与避坑指南"
"课程记录\Games104\27-Lumen光照缓存与屏幕探针.md"	"274"	"3"	"1. 讲解顺序的教训：先讲""光怎么打进去"""
"课程记录\Games104\27-Lumen光照缓存与屏幕探针.md"	"277"	"3"	"2. 读源码反算参数（团队实战）"
"课程记录\Games104\27-Lumen光照缓存与屏幕探针.md"	"281"	"3"	"3. 必须支持多光源"
"课程记录\Games104\27-Lumen光照缓存与屏幕探针.md"	"284"	"3"	"4. 16×16 这类""魔数""是调出来的"
"课程记录\Games104\27-Lumen光照缓存与屏幕探针.md"	"287"	"3"	"5. 更新预算与调度是工程关键"
"课程记录\Games104\27-Lumen光照缓存与屏幕探针.md"	"290"	"3"	"6. 静态截图陷阱"
"课程记录\Games104\27-Lumen光照缓存与屏幕探针.md"	"293"	"3"	"7. 不要把 Connected Ray 长度写死"
"课程记录\Games104\27-Lumen光照缓存与屏幕探针.md"	"296"	"3"	"8. 特殊几何要单独处理"
"课程记录\Games104\27-Lumen光照缓存与屏幕探针.md"	"300"	"3"	"9. 概念区分是最大的难点"
"课程记录\Games104\27-Lumen光照缓存与屏幕探针.md"	"303"	"3"	"10. 内存与 texture 管理经验"
"课程记录\Games104\27-Lumen光照缓存与屏幕探针.md"	"306"	"3"	"11. 数学与基础学科建议"
