"source_path"	"slide"	"title"	"text_preview"
"图形工程\文字记录\游戏图形工程7-PBR.pptx"	"15"	"三、微表面模型"	"三、微表面模型 | - | 漫反射 | Diffuse | lambert | 考虑菲涅尔项，与镜面反射"
"图形工程\文字记录\游戏图形工程7-PBR.pptx"	"16"	"三、微表面模型"	"三、微表面模型 | - | 漫反射 | Diffuse- | 迪士尼漫反射"
"图形工程\文字记录\游戏图形工程7-PBR.pptx"	"17"	"三、微表面模型"	"三、微表面模型 | - | 最终组装"
"图形工程\文字记录\游戏图形工程7-PBR.pptx"	"18"	"四、"	"四、 | 迪士尼原则"
"图形工程\文字记录\游戏图形工程8-Unity光照基础.pptx"	"1"	"游戏图形工程"	"游戏图形工程 | Unity | 光照基础 | 讲述人： | BolanT"
"图形工程\文字记录\游戏图形工程8-Unity光照基础.pptx"	"2"	"一、"	"一、 | 照明构成 | -URP&BuiltIn&HDRP | 漫反射 | (Diffuse) | 直接光"
"图形工程\文字记录\游戏图形工程8-Unity光照基础.pptx"	"3"	"一、"	"一、 | 照明构成 | - | 粗糙金属 | HDRP | 直接光"
"图形工程\文字记录\游戏图形工程8-Unity光照基础.pptx"	"4"	"二、环境光照"	"二、环境光照 | -Diffuse- | 球谐基函数 | SphericalHarmonics | 基函数 | 正交函数"
"图形工程\文字记录\游戏图形工程8-Unity光照基础.pptx"	"5"	"二、环境光照"	"二、环境光照 | -Specular-ImageBasedLighting"
"图形工程\文字记录\游戏图形工程8-Unity光照基础.pptx"	"6"	"三、环境纹理"	"三、环境纹理 | - | 天空盒 | 6side | 、 | Cubemap"
"图形工程\文字记录\游戏图形工程8-Unity光照基础.pptx"	"7"	"三、环境纹理"	"三、环境纹理 | - | 生成 | BuiltIn&URP | SRP | HDRP"
"图形工程\文字记录\游戏图形工程8-Unity光照基础.pptx"	"8"	"四、全局"	"四、全局 | ( | 间接 | ) | 光照"
"图形工程\文字记录\游戏图形工程8-Unity光照基础.pptx"	"9"	"四、全局"	"四、全局 | ( | 间接 | ) | 光照 | -LightMap"
"图形工程\文字记录\游戏图形工程8-Unity光照基础.pptx"	"10"	"四、全局"	"四、全局 | ( | 间接 | ) | 光照 | -ReflectionProbe"
"图形工程\文字记录\游戏图形工程8-Unity光照基础.pptx"	"11"	"四、全局"	"四、全局 | ( | 间接 | ) | 光照 | -LightProbe"
"图形工程\文字记录\游戏图形工程8-Unity光照基础.pptx"	"12"	"五、后处理"	"五、后处理 | -DualKawaseBlur | Bloom | DOF"
"图形工程\文字记录\游戏图形工程8-Unity光照基础.pptx"	"13"	"五、后处理"	"五、后处理 | - | 屏幕空间采样 | SSAO | SSR"
"图形工程\文字记录\游戏图形工程8-Unity光照基础.pptx"	"14"	"五、后处理"	"五、后处理 | - | 色彩调整 | 自动曝光 | ToneMapping | Lift Gamma Gain"
"图形工程\文字记录\游戏图形工程8-Unity光照基础.pptx"	"15"	"五、后处理"	"五、后处理 | - | 氛围 | Vignette | Chromatic Aberration | Film Grain"
"图形工程\文字记录\游戏图形工程9-Unity表面着色.pptx"	"1"	"游戏图形工程"	"游戏图形工程 | Unity | 表面着色 | 讲述人： | BolanT"
"图形工程\文字记录\游戏图形工程9-Unity表面着色.pptx"	"2"	"一、"	"一、 | SurfaceShader"
"图形工程\文字记录\游戏图形工程9-Unity表面着色.pptx"	"3"	"一、"	"一、 | SurfaceShader- | 在表面上采样各个空间的 | 纹理 | UV | 空间"
"图形工程\文字记录\游戏图形工程9-Unity表面着色.pptx"	"4"	"一、"	"一、 | SurfaceShader- | 将纹理 | 应用到光滑度、金属度"
"图形工程\文字记录\游戏图形工程9-Unity表面着色.pptx"	"5"	"一、"	"一、 | SurfaceShader- | 应用法线纹理 | 使用 | Substance Designer | 生成的法线纹理"
"图形工程\文字记录\游戏图形工程9-Unity表面着色.pptx"	"6"	"一、"	"一、 | SurfaceShader- | 方向的插值 | 低精度近似 | 准确的方向插值"
"图形工程\文字记录\游戏图形工程9-Unity表面着色.pptx"	"7"	"一、"	"一、 | SurfaceShader- | 噪声"
"图形工程\文字记录\游戏图形工程9-Unity表面着色.pptx"	"8"	"一、"	"一、 | SurfaceShader- | 在表面上采样各个空间的 | 噪声 | UV | 空间"
"图形工程\文字记录\游戏图形工程9-Unity表面着色.pptx"	"9"	"二、节点式"	"二、节点式 | Shader | 编辑器 | -ShaderGraph | 旧版本只支持 | HDRP"
"图形工程\文字记录\游戏图形工程9-Unity表面着色.pptx"	"10"	"二、节点式"	"二、节点式 | Shader | 编辑器 | -AmplifyShaderEditor | 绝大部分节点支持所有管线，不同管线的适配 | ("
"图形工程\文字记录\游戏图形工程9-Unity表面着色.pptx"	"11"	"二、节点式"	"二、节点式 | Shader | 编辑器 | - | 燃尽"
